,SMILES,NRotBonds,xyz
133,CC1=CCCC(C)(C)C=CCC(C)=CCC1,0,"42

C  1.6295  3.1562  -0.6432
C  0.6279  2.1235  -0.0765
C  -0.4277  1.9583  -0.8105
C  -1.6538  1.1673  -0.7996
C  -2.2193  0.6399  0.4632
C  -2.2396  -0.8831  0.4690
C  -2.9052  -1.1697  1.8585
C  -3.1754  -1.4160  -0.5659
C  -0.9020  -1.5301  0.5261
C  0.1226  -1.6148  -0.2367
C  1.4834  -2.2278  -0.2458
C  2.3995  -1.1205  -0.7669
C  3.0541  -1.3733  -2.0675
C  2.6222  0.0107  -0.1254
C  2.0942  0.4691  1.1574
C  1.0741  1.5349  1.1927
H  1.0307  4.0379  -1.0204
H  2.2006  2.6708  -1.4501
H  2.2609  3.5645  0.1619
H  -0.4162  2.6242  -1.7749
H  -1.6551  0.3673  -1.6006
H  -2.5177  1.8241  -1.2360
H  -1.9236  1.0936  1.3971
H  -3.3501  0.8781  0.4303
H  -3.7413  -0.4805  1.9527
H  -3.1331  -2.2298  1.9545
H  -2.1216  -0.8715  2.5863
H  -3.9545  -2.0993  -0.1338
H  -2.6324  -2.0286  -1.3112
H  -3.7360  -0.5861  -1.0329
H  -0.8621  -2.0693  1.5106
H  0.0801  -1.1210  -1.2726
H  1.9105  -2.7063  0.5943
H  1.5109  -3.0105  -1.0779
H  2.3730  -1.1364  -2.9272
H  4.0014  -0.7936  -2.1907
H  3.3381  -2.4398  -2.2054
H  3.3146  0.7391  -0.6125
H  1.6910  -0.4012  1.7745
H  2.9576  0.8151  1.8360
H  1.5378  2.4001  1.8049
H  0.2516  1.2343  1.8809"
134,CC1CCC(=C(C)C)C(=O)C1,0,"27

C  3.3403  0.5037  -0.5290
C  2.0982  -0.0682  0.1278
C  1.2072  1.0733  0.4896
C  -0.0562  0.6736  1.1938
C  -0.7790  -0.2814  0.2758
C  -2.0844  -0.1822  0.0919
C  -2.8134  -1.0987  -0.7968
C  -2.8179  0.8832  0.8066
C  0.0269  -1.2993  -0.3823
O  -0.5226  -2.4276  -0.5856
C  1.4431  -1.0524  -0.8103
H  3.1897  0.6275  -1.6317
H  3.5889  1.5195  -0.1100
H  4.2038  -0.1589  -0.3381
H  2.3682  -0.6219  1.0559
H  1.7766  1.7573  1.1457
H  0.9500  1.6743  -0.4193
H  0.1612  0.2212  2.1668
H  -0.6479  1.6034  1.3448
H  -2.9338  -2.0780  -0.2450
H  -3.8252  -0.6774  -0.9822
H  -2.3126  -1.2431  -1.7784
H  -2.6048  1.8822  0.3756
H  -2.4689  0.8549  1.8650
H  -3.8980  0.6704  0.7374
H  1.9547  -2.0335  -0.7663
H  1.4560  -0.7220  -1.8650"
136,CC1=CC(C)(C)CC(=O)C1,0,"24

C  2.7462  -0.8212  0.4551
C  1.4464  -0.1979  0.0966
C  0.3362  -0.8424  0.4260
C  -0.9777  -0.2608  0.0897
C  -2.0644  -0.9391  0.9102
C  -1.3462  -0.4954  -1.3747
C  -0.9977  1.2380  0.3000
C  0.2739  1.8753  -0.1215
O  0.2988  3.1092  -0.0434
C  1.4552  1.1092  -0.6092
H  3.5216  -0.6255  -0.3197
H  3.0464  -0.3741  1.4347
H  2.6147  -1.9219  0.6202
H  0.3607  -1.8147  0.9513
H  -1.6148  -1.7537  1.5042
H  -2.5451  -0.1574  1.5325
H  -2.8545  -1.3859  0.2927
H  -1.5066  -1.5630  -1.5680
H  -2.3304  0.0226  -1.5232
H  -0.6399  -0.0468  -2.0698
H  -1.2371  1.4090  1.3661
H  -1.8210  1.7045  -0.3019
H  1.4823  1.0120  -1.7087
H  2.3533  1.7199  -0.3391"
138,CC1CCCC(=O)C1,0,"20

C  2.0410  -0.5566  -0.0089
C  0.8571  0.1953  -0.6024
C  -0.2224  -0.7442  -1.0012
C  -1.2090  -1.0643  0.0734
C  -1.8949  0.2585  0.4254
C  -0.7968  1.0835  1.0399
O  -0.9970  1.5255  2.1591
C  0.4304  1.3135  0.2881
H  2.2125  -0.1613  1.0298
H  1.8674  -1.6499  -0.0087
H  2.9757  -0.3786  -0.5544
H  1.2480  0.6736  -1.5492
H  0.2689  -1.6651  -1.4218
H  -0.7908  -0.2698  -1.8440
H  -1.9299  -1.7954  -0.2836
H  -0.6577  -1.3922  0.9825
H  -2.2274  0.7000  -0.5404
H  -2.7442  0.1261  1.0951
H  0.3034  2.2810  -0.2786
H  1.2657  1.5205  0.9999"
141,CC1CCCC(=O)C1=O,0,"19

C  2.3140  -0.1700  0.2766
C  0.9552  -0.0317  -0.3554
C  0.0222  -1.1593  0.0314
C  -1.3319  -0.8224  -0.6063
C  -1.9505  0.2404  0.2923
C  -1.0917  1.4696  0.1529
O  -1.5916  2.6238  0.0924
C  0.3494  1.2532  0.0916
O  1.0820  2.2389  0.4471
H  2.8976  -0.9738  -0.2467
H  2.2516  -0.4395  1.3455
H  2.8334  0.7968  0.1852
H  1.0581  -0.0618  -1.4547
H  0.3384  -2.1285  -0.3670
H  -0.1276  -1.1800  1.1465
H  -1.1402  -0.3293  -1.5884
H  -1.9659  -1.7003  -0.7155
H  -2.9733  0.4179  -0.0779
H  -1.9292  -0.0440  1.3505"
142,CC1CC(C)C(=O)C1=O,0,"19

C  -2.2606  -0.3430  -0.5552
C  -1.2031  0.2834  0.2894
C  -0.1285  -0.7142  0.5723
C  1.1774  0.0185  0.6767
C  2.2008  -0.6368  -0.2279
C  0.8431  1.3959  0.1929
O  1.6736  2.3475  0.2959
C  -0.5049  1.4105  -0.3658
O  -0.8895  2.2405  -1.2128
H  -2.1928  0.0198  -1.6199
H  -3.2871  -0.1314  -0.1530
H  -2.1911  -1.4590  -0.6043
H  -1.6317  0.6910  1.2415
H  -0.3559  -1.2739  1.5017
H  -0.0911  -1.4400  -0.2761
H  1.5890  0.0520  1.6894
H  1.7889  -1.6116  -0.6093
H  2.3263  0.0224  -1.1131
H  3.1372  -0.8717  0.2776"
144,CC1=C(C)C=C(O)C=C1,0,"19

C  -1.9220  1.0051  -0.8187
C  -0.5596  0.5643  -0.4171
C  -0.3626  -0.5175  0.4398
C  -1.5332  -1.2676  0.9805
C  0.9378  -0.8516  0.7550
C  2.0388  -0.1863  0.2780
O  3.3422  -0.5366  0.6061
C  1.8045  0.8887  -0.5751
C  0.5173  1.2687  -0.9259
H  -2.0314  2.1044  -0.7241
H  -2.7143  0.5543  -0.1863
H  -2.1513  0.7292  -1.8619
H  -1.8960  -0.7070  1.8832
H  -1.1674  -2.2516  1.3684
H  -2.3233  -1.4109  0.2307
H  1.0977  -1.6995  1.4269
H  3.8911  -1.1971  0.0745
H  2.6718  1.4035  -0.9436
H  0.3599  2.1076  -1.5906"
145,CC1=CC(C)=C(O)C=C1,0,"19

C  2.7669  -0.7057  0.1210
C  1.4055  -0.0927  -0.0020
C  0.2805  -0.8673  0.1866
C  -0.9860  -0.2868  0.0698
C  -2.2113  -1.1040  0.2692
C  -1.1060  1.0531  -0.2324
O  -2.3696  1.6126  -0.3445
C  0.0196  1.8554  -0.4273
C  1.2526  1.2431  -0.3029
H  3.5365  0.0333  -0.1081
H  2.9379  -1.0122  1.1912
H  2.8755  -1.6045  -0.4846
H  0.3315  -1.9270  0.4260
H  -2.9139  -0.5946  0.9485
H  -2.7446  -1.3123  -0.6837
H  -1.9558  -2.0966  0.6956
H  -3.1829  1.0625  -0.2103
H  -0.0860  2.9074  -0.6644
H  2.1495  1.8362  -0.4477"
147,CC1=CC=CO1,0,"12

C  -1.9373  -0.0611  0.0156
C  -0.4303  -0.1406  -0.0284
C  0.4600  0.8939  0.1341
C  1.7429  0.4044  0.0231
C  1.5710  -0.9446  -0.2086
O  0.2921  -1.2162  -0.2304
H  -2.2539  0.4197  0.9785
H  -2.3414  0.5118  -0.8246
H  -2.3238  -1.1082  0.0668
H  0.1561  1.9150  0.3181
H  2.6756  0.9734  0.1035
H  2.3890  -1.6475  -0.3475"
149,CC1CCC(=O)C1=O,0,"16

C  1.9296  -0.2286  0.1856
C  0.5481  -0.3517  -0.4394
C  -0.4676  -0.8436  0.5709
C  -1.7354  -0.1133  0.1742
C  -1.2146  1.2217  -0.2372
O  -1.8343  2.3075  -0.0896
C  0.1021  1.0130  -0.8190
O  0.7113  1.8635  -1.5103
H  2.1247  0.8274  0.4717
H  2.0325  -0.9081  1.0711
H  2.6693  -0.5333  -0.5916
H  0.5354  -1.0425  -1.2905
H  -0.6175  -1.9424  0.5084
H  -0.1768  -0.5637  1.5994
H  -2.4137  -0.0451  1.0494
H  -2.1932  -0.6607  -0.6530"
150,CC1CCC(=O)CC1,0,"20

C  -2.2680  -0.1554  0.2554
C  -0.7696  -0.0535  0.3134
C  -0.0891  -1.2220  -0.3769
C  1.3502  -1.2229  0.1543
C  1.9376  0.0916  -0.1564
O  3.0571  0.1422  -0.6112
C  1.1982  1.3430  0.0722
C  -0.2548  1.1953  -0.3824
H  -2.6753  0.6329  -0.3889
H  -2.7093  0.0015  1.2710
H  -2.6272  -1.1333  -0.0945
H  -0.4568  0.0324  1.3737
H  0.0150  -0.9779  -1.4677
H  -0.5880  -2.1711  -0.2055
H  1.9273  -2.0666  -0.2113
H  1.2393  -1.2643  1.2774
H  1.6606  2.2220  -0.3706
H  1.1416  1.5128  1.1841
H  -0.8238  2.0923  -0.1445
H  -0.2649  1.0009  -1.4914"
151,CC1=CC=C(O)C=C1,0,"16

C  -2.4925  0.1252  -0.0384
C  -0.9974  0.0406  -0.0490
C  -0.3326  -1.1511  0.1464
C  1.0452  -1.2151  0.1342
C  1.8361  -0.1046  -0.0717
O  3.2317  -0.1823  -0.0818
C  1.1693  1.0862  -0.2669
C  -0.2086  1.1528  -0.2552
H  -2.8258  1.0844  0.4411
H  -2.9158  0.0490  -1.0632
H  -2.9370  -0.6783  0.5836
H  -0.9506  -2.0444  0.3118
H  1.5490  -2.1651  0.2905
H  3.7618  -0.0645  0.7596
H  1.7860  1.9658  -0.4299
H  -0.7189  2.1016  -0.4111"
152,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0,"40

C  0.2204  3.7230  0.2495
C  0.1497  2.2238  0.1524
C  -1.0523  1.5827  0.0211
C  -1.1840  0.2047  -0.0733
C  -0.0254  -0.5293  -0.0296
O  -0.0490  -1.8888  -0.1157
C  1.2371  0.0727  0.1040
C  1.2995  1.4444  0.1928
C  2.4701  -0.7021  0.1507
C  2.5383  -1.6848  1.2936
C  2.7181  -1.4713  -1.1282
C  3.6350  0.2436  0.3199
C  -2.5363  -0.3943  -0.2069
C  -2.8793  -1.3327  0.9303
C  -3.5665  0.7134  -0.1559
C  -2.6527  -1.0758  -1.5491
H  -0.6937  4.0362  0.8012
H  0.1923  4.1230  -0.8057
H  1.1513  4.0526  0.7218
H  -1.9532  2.2080  -0.0097
H  -0.8109  -2.5107  -0.2161
H  2.2299  2.0050  0.2984
H  3.6309  -1.9101  1.4427
H  2.0659  -2.6537  1.0596
H  2.1921  -1.2508  2.2475
H  2.2469  -2.4743  -1.1041
H  3.8136  -1.6346  -1.1959
H  2.4343  -0.8767  -2.0208
H  3.5395  0.8053  1.2741
H  3.7300  0.9407  -0.5516
H  4.5954  -0.3424  0.4430
H  -2.0356  -1.3590  1.6230
H  -3.1016  -2.3398  0.4777
H  -3.8048  -1.0519  1.4702
H  -3.5177  1.3882  -1.0300
H  -4.5630  0.2122  -0.2092
H  -3.5498  1.2431  0.8156
H  -3.1582  -2.0710  -1.4577
H  -1.6442  -1.2029  -2.0386
H  -3.3120  -0.4656  -2.1909"
154,CC1=C(C)C(O)=C(C)C=C1,0,"22

C  -2.7586  0.6308  -0.0082
C  -1.2647  0.5702  0.0146
C  -0.5996  -0.6353  -0.0593
C  -1.4366  -1.8580  -0.1616
C  0.7801  -0.6878  -0.0380
O  1.4024  -1.9406  -0.1160
C  1.5595  0.4465  0.0570
C  3.0474  0.3661  0.0782
C  0.8873  1.6496  0.1305
C  -0.4922  1.7093  0.1097
H  -3.2109  -0.2468  0.4887
H  -3.1134  1.5265  0.5723
H  -3.1572  0.7703  -1.0296
H  -0.7514  -2.7309  -0.1641
H  -1.9776  -1.8724  -1.1336
H  -2.1027  -1.9838  0.7105
H  2.3940  -2.0166  -0.1034
H  3.4734  1.3831  0.1091
H  3.4365  -0.1348  -0.8368
H  3.4055  -0.1616  1.0058
H  1.4864  2.5397  0.2048
H  -1.0073  2.6767  0.1693"
156,CC1=CCC(=O)O1,0,"13

C  -2.0670  0.2421  0.0314
C  -0.5575  0.2132  0.0397
C  0.1449  -0.8544  -0.2651
C  1.5698  -0.5039  -0.1466
C  1.5693  0.9073  0.2668
O  2.6132  1.5802  0.4755
O  0.2472  1.2948  0.3655
H  -2.4758  -0.3934  -0.7755
H  -2.3953  1.3005  -0.0391
H  -2.4702  -0.1412  1.0030
H  -0.2992  -1.8221  -0.5535
H  1.9879  -1.1406  0.6831
H  2.1327  -0.6823  -1.0852"
157,CC1CCC(=O)O1,0,"15

C  1.8881  -0.4067  0.0399
C  0.6670  0.3691  -0.3438
C  -0.4626  -0.5337  -0.7983
C  -1.6671  0.2514  -0.2611
C  -1.1331  0.6346  1.0774
O  -1.7403  0.6142  2.1809
O  0.1806  1.0175  0.8316
H  2.3213  -0.8936  -0.8497
H  1.6093  -1.1141  0.8417
H  2.6345  0.3168  0.4319
H  0.9570  1.0982  -1.1217
H  -0.5029  -0.6706  -1.8776
H  -0.4435  -1.4755  -0.2304
H  -2.5690  -0.3586  -0.2108
H  -1.7392  1.1508  -0.8817"
158,CC1=CC=CS1,0,"12

C  2.0624  -0.0615  0.0440
C  0.5593  -0.1931  -0.0057
C  -0.3737  0.8004  0.0634
C  -1.6625  0.4446  -0.0018
C  -1.9421  -0.8879  -0.1327
S  -0.3906  -1.5986  -0.1602
H  2.3033  0.9954  0.1176
H  2.4528  -0.6101  0.9332
H  2.4671  -0.5469  -0.8704
H  -0.0392  1.8552  0.1699
H  -2.5010  1.1671  0.0445
H  -2.9357  -1.3646  -0.2019"
160,CC1=C(C)C([S-])=CO1,0,"15

C  -1.9426  -0.7166  0.0209
C  -0.4571  -0.7438  -0.0359
C  0.3981  0.3372  0.0369
C  0.0210  1.7869  0.1900
C  1.6707  -0.1532  -0.0566
S  3.1798  0.8243  -0.0176
C  1.5511  -1.5249  -0.1842
O  0.2916  -1.8190  -0.1666
H  -2.2893  -0.8834  -1.0329
H  -2.3302  -1.5672  0.6012
H  -2.2440  0.2602  0.3992
H  -0.7385  2.0158  -0.6072
H  0.9033  2.4081  -0.0385
H  -0.4291  1.9724  1.1715
H  2.4151  -2.1966  -0.2802"
161,CC1=CC(=O)C2C3C1C2(C)CCCC3(C)C,0,"38

C  2.5271  2.2721  -0.3575
C  1.9215  1.0453  0.1696
C  2.4758  0.3982  1.1664
C  1.7602  -0.8185  1.5941
O  2.2093  -1.5798  2.4879
C  0.4715  -1.0687  0.8849
C  -0.2487  0.2230  0.7461
C  0.6688  0.5138  -0.4139
C  0.7846  -0.9810  -0.6065
C  2.0948  -1.5061  -1.0307
C  -0.3151  -1.5932  -1.3819
C  -1.4035  -0.6778  -1.8211
C  -2.2856  -0.3331  -0.6646
C  -1.6826  0.2892  0.4964
C  -2.0418  1.7896  0.5091
C  -2.3836  -0.2609  1.7548
H  3.2324  2.0712  -1.2099
H  1.7596  2.9713  -0.8025
H  3.0649  2.8763  0.3964
H  3.3751  0.7606  1.6035
H  -0.0839  -1.9466  1.1961
H  -0.0031  0.8803  1.6365
H  0.2905  1.1066  -1.2300
H  2.8921  -0.7693  -1.1949
H  2.4527  -2.2411  -0.2827
H  1.9814  -2.0555  -1.9808
H  0.0401  -2.1449  -2.3023
H  -0.8018  -2.4053  -0.7664
H  -2.0517  -1.2832  -2.5287
H  -1.0714  0.1764  -2.4220
H  -2.8264  -1.2881  -0.3882
H  -3.1090  0.3159  -1.0795
H  -1.5238  2.1817  1.4276
H  -3.1164  1.9395  0.6112
H  -1.5763  2.2999  -0.3467
H  -3.4667  -0.1257  1.6970
H  -2.0633  -1.3200  1.8219
H  -1.9477  0.2881  2.6115"
162,CC1=CC(=O)C2CC1C2(C)C,0,"25

C  2.6018  -0.6570  0.9821
C  1.4256  0.0042  0.3903
C  1.2709  1.3143  0.5049
C  0.0576  1.8853  -0.1230
O  -0.2519  3.0776  0.0562
C  -0.7136  0.9317  -0.9492
C  0.2174  -0.0286  -1.6968
C  0.3809  -0.7420  -0.3451
C  -1.0128  -0.2627  -0.0317
C  -2.0387  -1.1405  -0.6854
C  -1.2765  0.1631  1.3660
H  2.5703  -0.7057  2.0856
H  3.5570  -0.1041  0.7422
H  2.7558  -1.6756  0.5234
H  1.9797  1.9248  1.0202
H  -1.5522  1.3110  -1.5124
H  1.1178  0.4895  -2.0284
H  -0.3457  -0.6076  -2.4264
H  0.4991  -1.8211  -0.4169
H  -1.6196  -2.1558  -0.9331
H  -2.4211  -0.7362  -1.6474
H  -2.9331  -1.3133  -0.0482
H  -2.2654  -0.2894  1.6724
H  -0.5296  -0.1351  2.1045
H  -1.4738  1.2730  1.3961"
163,CC1=CC(O)C2CC1C2(C)C,0,"27

C  -1.7926  -2.1304  -0.7692
C  -1.1941  -0.8802  -0.2746
C  -1.6631  -0.1991  0.7800
C  -0.9589  1.0448  1.1646
O  -1.8498  2.1041  0.8668
C  0.2699  1.2625  0.3523
C  -0.1506  1.2048  -1.1249
C  -0.0083  -0.3164  -0.9563
C  1.0641  0.0362  0.0679
C  1.3043  -0.9347  1.1430
C  2.3597  0.4093  -0.6501
H  -1.0137  -2.8089  -1.1990
H  -2.6229  -1.9936  -1.4689
H  -2.2005  -2.6722  0.1214
H  -2.5224  -0.5355  1.3367
H  -0.7469  1.1194  2.2320
H  -1.3865  2.9622  0.8182
H  0.8508  2.1385  0.6273
H  0.6388  1.5664  -1.7920
H  -1.1654  1.5471  -1.3022
H  0.3650  -0.8416  -1.8321
H  1.5716  -0.4385  2.1049
H  0.5095  -1.6556  1.3518
H  2.2107  -1.5505  0.8684
H  2.3520  0.1140  -1.6998
H  2.5401  1.5093  -0.6100
H  3.2391  -0.0614  -0.1562"
164,CC1=CC(=O)CC1,0,"15

C  2.0649  -0.0483  -0.0001
C  0.6057  0.1293  0.0325
C  -0.0765  1.1752  -0.3935
C  -1.5177  0.9520  -0.1795
O  -2.4139  1.7897  -0.0146
C  -1.5950  -0.5558  -0.2168
C  -0.3438  -0.8689  0.5713
H  2.5500  0.4330  -0.8767
H  2.5088  0.3225  0.9448
H  2.3473  -1.1330  -0.0716
H  0.3305  2.0961  -0.8456
H  -2.5093  -0.9379  0.2183
H  -1.4067  -0.8553  -1.2663
H  -0.5364  -0.5907  1.6398
H  -0.0078  -1.9080  0.4581"
167,CC1=CC(=O)CCC1,0,"18

C  2.3997  0.0248  -0.2709
C  0.9525  0.1237  0.0311
C  0.3844  1.3084  0.1329
C  -1.0341  1.3524  0.4288
O  -1.4981  2.2446  1.2137
C  -1.9015  0.3366  -0.2083
C  -1.2927  -1.0078  -0.0375
C  0.1558  -1.0794  0.2233
H  2.9896  0.8079  0.2610
H  2.8085  -0.9722  0.0038
H  2.5040  0.1111  -1.3844
H  0.9281  2.2408  0.0092
H  -1.9688  0.5773  -1.3108
H  -2.9423  0.3797  0.1722
H  -1.5110  -1.5998  -0.9610
H  -1.9022  -1.5282  0.7635
H  0.2982  -1.4017  1.2918
H  0.6300  -1.9181  -0.3584"
168,CC1=CC(O)=CC=C1,0,"16

C  2.3588  -0.0611  0.1527
C  0.8665  -0.1426  0.0464
C  0.1048  0.9420  -0.2619
C  -1.2795  0.9081  -0.3699
O  -2.0120  2.0428  -0.6871
C  -1.8810  -0.3131  -0.1446
C  -1.1401  -1.4316  0.1697
C  0.2385  -1.3547  0.2675
H  2.6855  0.9928  0.3123
H  2.8016  -0.3741  -0.8128
H  2.7262  -0.6773  1.0050
H  0.6042  1.8818  -0.4323
H  -2.3261  2.6157  0.1075
H  -2.9594  -0.4060  -0.2137
H  -1.6296  -2.3886  0.3448
H  0.8417  -2.2340  0.5163"
169,CC1=CC(O)=C(C)C=C1,0,"19

C  -2.9273  0.0805  0.1543
C  -1.4379  -0.0076  0.1621
C  -0.6408  1.1133  0.1155
C  0.7244  0.9375  0.1268
O  1.5317  2.0446  0.0808
C  1.3180  -0.3103  0.1826
C  2.8062  -0.4766  0.1938
C  0.4797  -1.4044  0.2279
C  -0.8950  -1.2892  0.2193
H  -3.3762  -0.8333  0.5942
H  -3.2836  0.9572  0.7568
H  -3.2692  0.1716  -0.8979
H  -1.0741  2.1000  0.0715
H  1.2360  2.9969  0.0386
H  3.1361  -0.4451  -0.8764
H  3.0169  -1.4542  0.6268
H  3.2885  0.3681  0.6950
H  0.9219  -2.3886  0.2719
H  -1.5550  -2.1604  0.2554"
170,CC1=CC(=O)CC(C)(C)C1,0,"24

C  2.8918  -0.4174  0.1392
C  1.5020  0.1455  0.0546
C  1.3585  1.4354  0.2645
C  0.0258  2.0043  0.1886
O  -0.2539  3.1194  0.6759
C  -1.0153  1.2091  -0.4973
C  -0.9515  -0.2406  -0.0965
C  -1.8785  -1.0010  -1.0511
C  -1.3955  -0.4638  1.3295
C  0.4204  -0.7970  -0.2563
H  3.0927  -0.8586  -0.8792
H  2.8278  -1.2438  0.9064
H  3.6214  0.3397  0.4253
H  2.2113  2.0683  0.4900
H  -2.0329  1.6052  -0.3338
H  -0.7844  1.2496  -1.5888
H  -2.6486  -0.3157  -1.4638
H  -2.4119  -1.7996  -0.5245
H  -1.2681  -1.3925  -1.9114
H  -0.6481  -0.0608  2.0199
H  -1.4020  -1.5744  1.4845
H  -2.4203  -0.1091  1.5176
H  0.5740  -1.2043  -1.2986
H  0.5853  -1.6979  0.4057"
171,CC1=CC(=O)CC(C)(C)C1=O,0,"23

C  2.8897  -0.6564  -0.3033
C  1.5808  0.0030  -0.1162
C  1.5253  1.3176  -0.2576
C  0.2362  1.9624  -0.0727
O  0.1789  3.1455  0.3793
C  -0.9846  1.1976  -0.4266
C  -0.9810  -0.2057  0.1257
C  -1.7960  -1.0903  -0.7987
C  -1.5822  -0.3041  1.4975
C  0.4014  -0.7518  0.2092
O  0.5096  -1.9530  0.5921
H  3.2875  -0.4425  -1.3317
H  2.8009  -1.7619  -0.2428
H  3.6037  -0.2493  0.4344
H  2.4098  1.9145  -0.5048
H  -1.8895  1.7630  -0.1349
H  -1.0023  1.1095  -1.5349
H  -1.0953  -1.4904  -1.5603
H  -2.2857  -1.9087  -0.2334
H  -2.5830  -0.4554  -1.2595
H  -2.7025  -0.2365  1.4409
H  -1.1600  0.4146  2.2166
H  -1.3619  -1.3217  1.8815"
172,CC1CC(=O)CC(C)(C)C1=O,0,"25

C  2.4757  -1.3519  0.4586
C  1.3602  -0.5638  -0.1711
C  1.7121  0.9136  -0.1303
C  0.6222  1.6029  -0.8762
O  0.9359  2.4852  -1.6451
C  -0.7886  1.2625  -0.7198
C  -1.0885  0.0409  0.0520
C  -2.0301  0.4051  1.1977
C  -1.8495  -0.9675  -0.8110
C  0.0859  -0.6674  0.5975
O  -0.0064  -1.2953  1.6208
H  2.7903  -0.8358  1.3840
H  3.3189  -1.3561  -0.2651
H  2.1421  -2.3818  0.6104
H  1.1413  -0.8464  -1.2081
H  1.7471  1.2083  0.9408
H  2.7028  1.1097  -0.5794
H  -1.3100  2.1682  -0.2955
H  -1.2266  1.1707  -1.7576
H  -2.9400  0.8365  0.7097
H  -2.2570  -0.4544  1.8360
H  -1.5039  1.1791  1.8220
H  -1.6840  -1.9881  -0.3978
H  -1.4268  -0.9635  -1.8220
H  -2.9231  -0.7109  -0.7699"
177,CC1CC(=O)C(=O)C1C,0,"19

C  -1.1963  -1.2975  0.8584
C  -0.5306  -0.0467  0.4598
C  -1.3899  0.8450  -0.4358
C  -0.3906  1.8818  -0.7839
O  -0.6273  3.0827  -1.0208
C  0.9032  1.2207  -0.7922
O  2.0284  1.7126  -1.0425
C  0.6679  -0.2135  -0.4366
C  1.8467  -0.8266  0.2410
H  -1.9295  -1.6567  0.1365
H  -0.4110  -2.0647  1.0987
H  -1.7135  -1.1192  1.8472
H  -0.2318  0.5743  1.3194
H  -2.2667  1.2296  0.0756
H  -1.6230  0.2365  -1.3384
H  0.3899  -0.7239  -1.3928
H  1.5836  -1.6654  0.8803
H  2.5744  -1.1190  -0.5601
H  2.3161  -0.0500  0.8863"
178,CC1CC(=O)C(O)=C1C,0,"19

C  -1.9961  -0.2462  0.2865
C  -0.7647  0.0140  -0.5499
C  -0.5655  1.4607  -0.8458
C  0.7568  1.7595  -0.2472
O  1.2649  2.9020  -0.2151
C  1.3247  0.5252  0.2725
O  2.5926  0.4355  0.8578
C  0.4712  -0.4744  0.1071
C  0.7298  -1.8741  0.5242
H  -1.8878  -1.2404  0.7954
H  -2.1943  0.5513  1.0137
H  -2.8738  -0.3252  -0.3918
H  -0.9306  -0.5182  -1.5192
H  -1.3535  2.1157  -0.4151
H  -0.4702  1.6472  -1.9352
H  3.3531  0.0323  0.3123
H  0.0218  -2.5889  0.1061
H  0.7700  -1.9623  1.6488
H  1.7512  -2.2137  0.1949"
179,CC1(C)COC(=O)C1O,0,"19

C  -1.0699  -0.4801  -1.0617
C  -0.3360  0.1776  0.0792
C  -0.7897  1.5765  0.3431
C  -0.4754  -0.7244  1.2842
O  0.4539  -1.7662  1.0143
C  1.3708  -1.3688  0.0567
O  2.2255  -2.0352  -0.5780
C  1.1733  0.1050  -0.1248
O  1.5776  0.5592  -1.3449
H  -2.1569  -0.2675  -0.8995
H  -0.9706  -1.5927  -0.9793
H  -0.7866  -0.1011  -2.0470
H  -0.4943  2.1956  -0.5329
H  -1.8755  1.6036  0.4079
H  -0.2942  1.9231  1.2726
H  -1.4957  -1.1581  1.3580
H  -0.1699  -0.2369  2.2228
H  1.6380  0.5884  0.7449
H  2.4756  1.0020  -1.2156"
181,CC1(C)OC2(C)CCC1CC2O,0,"30

C  2.2351  -0.0410  0.9416
C  1.2645  -0.2775  -0.1848
C  2.1017  -0.6381  -1.3941
O  0.5758  0.9039  -0.5289
C  -0.6711  0.9744  0.0452
C  -1.1987  2.3742  -0.1033
C  -0.6553  0.5338  1.5112
C  -0.4050  -0.9683  1.4579
C  0.2329  -1.3143  0.1278
C  -0.8605  -1.2410  -0.9289
C  -1.6684  0.0130  -0.6077
O  -2.2502  0.5703  -1.7181
H  2.4551  1.0482  1.0670
H  3.2451  -0.5025  0.7341
H  1.9166  -0.4435  1.9031
H  2.9167  -1.3458  -1.0959
H  1.5471  -1.1015  -2.1999
H  2.6352  0.3056  -1.6872
H  -0.3684  3.0721  0.2004
H  -1.3600  2.5514  -1.1837
H  -2.1252  2.5670  0.4523
H  0.0696  1.0759  2.1024
H  -1.6632  0.6934  1.9098
H  -1.4027  -1.4994  1.4553
H  0.1358  -1.3465  2.3206
H  0.6390  -2.3406  0.2185
H  -1.4955  -2.1517  -0.9278
H  -0.4761  -1.1139  -1.9401
H  -2.4481  -0.3101  0.1147
H  -2.9218  -0.0477  -2.0616"
